8800353;NESTLE DE COLOMBIA S.A.; BEBIDAS ACHOCOLATADAS NESTLE;MILO NESTLE BDJAX6X1000GR;MILO NESTLE BDJAX6X1000GR;165050;0;28100
12228088;NESTLE DE COLOMBIA S.A.; BEBIDAS ACHOCOLATADAS NESTLE;MILO NESTLE D.P. CJX12X500GR;MILO NESTLE D.P. CJX12X500GR;156700;0;13350
12227362;NESTLE DE COLOMBIA S.A.; BEBIDAS ACHOCOLATADAS NESTLE;MILO NESTLE D.P. CJX16X250GR;MILO NESTLE D.P. CJX16X250GR;108900;0;7000
12037532;NESTLE DE COLOMBIA S.A.; BEBIDAS ACHOCOLATADAS NESTLE;MILO NESTLE JIRAFA CJX12X440GR;MILO NESTLE JIRAFA CJX12X440GR;156700;0;13350
12327561;NESTLE DE COLOMBIA S.A.; BEBIDAS ACHOCOLATADAS NESTLE;MILO NESTLE RISTRA CJX10X6X100GR;MILO NESTLE RISTRA CJX10X6X100GR;168600;17250;2900
12334994;NESTLE DE COLOMBIA S.A.; BEBIDAS ACHOCOLATADAS NESTLE;MILO NESTLE RISTRA CJX36X18X25GR;MILO NESTLE RISTRA CJX36X18X25GR;518700;14750;800
12129440;NESTLE DE COLOMBIA S.A.; BEBIDAS ACHOCOLATADAS NESTLE;NESQUIK CHOCOLATE CJX16X220GR;NESQUIK CHOCOLATE CJX16X220GR;52250;0;3350
12106761;NESTLE DE COLOMBIA S.A.; BEBIDAS ACHOCOLATADAS NESTLE;NESQUIK CJX16X200GR;NESQUIK CJX16X200GR;52250;0;3350
12151153;NESTLE DE COLOMBIA S.A.; BEBIDAS ACHOCOLATADAS NESTLE;NESQUIK FRESA CJX16X200GR D.P.;NESQUIK FRESA CJX16X200GR D.P.;52200;0;3350
12150574;NESTLE DE COLOMBIA S.A.; BEBIDAS ACHOCOLATADAS NESTLE;NESQUIK VAINILLA D.P. CJX16X200GR;NESQUIK VAINILLA D.P. CJX16X200GR;52200;0;3350
12346400;NESTLE DE COLOMBIA S.A.;CEREALES NESTUM;NESTUM 5 CEREALES CJX12X350GR;NESTUM 5 CEREALES CJX12X350GR;115500;0;9900
12304201;NESTLE DE COLOMBIA S.A.;CEREALES NESTUM;NESTUM IRON 5 CEREALES CJX12X200GR;NESTUM IRON 5 CEREALES CJX12X200GR;73800;0;6300
12346401;NESTLE DE COLOMBIA S.A.;CEREALES NESTUM;NESTUM IRON ARROZ CJX12X350GR;NESTUM IRON ARROZ CJX12X350GR;120450;0;10300
12304206;NESTLE DE COLOMBIA S.A.;CEREALES NESTUM;NESTUM IRON CERELAC CJX12X360GR;NESTUM IRON CERELAC CJX12X360GR;114450;0;9750
